98,37,85,67,98,92,-57,47,33,-60,6,-22,48,37,-75,-53,19,45,54,-4
-9,-32,-21,64,-44,-11,58,49,-8,37,59,-82,-82,-18,84,24,38,11,55,48
99,7,20,-72,88,31,46,70,77,73,-49,-91,-53,72,72,77,21,64,77,-93
-40,90,-2,-48,23,-58,-46,43,91,20,42,57,-90,10,-69,44,-63,-9,-46,68
48,31,71,20,27,52,-91,88,-62,-59,-87,-62,-29,85,38,-88,-18,-67,86,34
4,-4,-52,99,-42,-38,-11,-95,40,-92,47,17,12,-60,31,97,-48,52,-83,-26
37,-79,-63,-36,-14,60,94,39,-15,21,-25,-99,56,37,-59,-58,45,-7,80,28
0,-25,-71,-64,5,-62,-56,2,-13,17,53,65,-79,-52,10,-54,-15,20,-30,2
-67,40,67,56,-83,-38,-64,-93,61,-83,72,24,63,-39,31,-96,-18,23,-72,90
-8,-94,-17,25,-35,87,19,47,84,5,-82,-39,19,-90,97,3,16,77,16,-90
-81,6,66,-83,92,53,11,-72,7,45,88,-22,-61,-84,-40,-49,91,-53,-10,-6
-17,-73,51,-60,25,6,-11,92,94,-7,68,82,76,58,65,10,-3,36,-15,-32
55,-99,-95,49,37,34,8,-77,66,-12,-28,87,-19,-52,42,90,-12,-52,-89,2
-11,-98,1,-54,-44,64,58,-89,-48,12,5,-75,52,9,34,-13,-32,-82,46,-45
72,22,-28,40,86,39,88,36,-56,25,-38,-71,-15,15,-75,-53,-86,-59,18,-20
4,79,32,-98,17,-35,2,8,-6,-16,39,17,57,7,40,-32,-12,-56,18,-26
41,-92,-2,-15,4,66,-92,-17,-61,-43,81,-21,37,-30,-36,52,-36,7,72,-78
42,21,-45,-91,55,44,91,-56,-65,-8,-85,-17,-86,-86,-83,96,82,-54,-86,-94
-13,72,-3,-43,56,79,44,-53,-4,99,16,-58,-24,-36,-44,21,74,-1,-64,77
-97,31,-99,-7,-43,-95,-61,97,-54,-86,-66,-65,-75,-68,59,-26,59,-78,-8,94
-52,-82,-58,-62,2,21,-13,22,94,-51,86,-47,-17,-21,-17,-30,-45,-36,14,-79
69,-88,79,-85,26,-45,-79,-9,24,60,26,97,29,22,-54,88,-39,-96,26,-26
84,31,75,-2,-29,-6,67,32,-60,-3,-50,-11,44,-4,-30,97,52,75,-37,-81
-82,-35,59,41,-46,-84,-2,22,-27,-56,3,-67,-91,-51,25,86,-80,20,4,-86
78,-62,8,-54,-91,-32,80,-88,5,65,85,39,-27,-100,-13,-83,15,-89,-34,-58
29,-32,-16,-18,21,14,-30,85,20,-92,-55,31,77,-10,99,-51,-31,-81,-92,16
40,19,-95,-79,-2,-11,36,6,14,-49,-64,-8,65,19,-35,-42,18,73,33,74
-20,-94,80,-39,-6,-67,-78,23,-63,97,-44,95,64,69,26,-94,-79,1,53,-47
4,18,-80,-56,-72,-23,-77,-96,-6,9,33,57,63,-56,-36,-57,-85,-49,-83,-88
91,35,-79,89,-6,-90,85,10,-40,-19,-97,-61,-26,94,77,-11,-10,41,-28,91
-30,-73,-48,64,50,90,-87,27,-23,11,72,58,43,-23,66,-13,12,16,-12,14
38,82,47,-57,43,8,-1,63,76,-75,-55,-7,26,-17,-21,-4,50,-77,83,13
99,22,-49,6,34,-58,-18,-94,-68,44,-16,-35,59,-62,-95,31,7,82,-97,-62
-53,78,84,-82,61,58,48,74,-85,-92,-67,34,-35,-62,-20,-14,39,11,-5,79
-88,-58,-18,-71,-65,46,26,-79,-86,-42,91,-28,-70,2,-76,-96,-70,93,-73,-21
75,26,-14,-46,-70,17,34,72,89,15,29,-17,53,-76,-76,-44,-39,-61,-38,60
23,-28,3,21,-86,-8,98,-80,-83,-12,50,80,-32,62,87,-97,35,-57,-86,-34
94,-2,-38,-90,38,-77,-6,85,31,65,-79,-55,88,-22,-67,-5,8,-29,-77,-37
79,43,-94,13,69,-88,-37,-2,74,-57,-29,-60,49,-38,15,-21,-35,24,46,-98
40,-38,-31,62,97,-74,-30,66,25,73,-28,-21,-44,43,91,-86,-81,67,-20,-77
-86,-74,61,-81,-47,66,-83,18,-34,-35,-7,47,94,71,-95,7,43,-12,-7,-19
55,30,9,-96,31,-15,-21,-97,41,81,-47,12,-74,-54,-31,63,-86,37,16,-8
-93,58,59,51,62,85,15,-78,21,-77,63,97,-50,3,-99,-54,-57,53,40,-69
-48,-75,-63,95,21,-5,2,42,-32,17,-64,-74,-53,-33,-73,72,28,-63,8,-48
-92,1,-35,-81,-71,-69,31,2,-5,68,-7,31,-47,-16,13,-67,66,-39,88,-100
-55,-69,-42,15,34,-72,29,-2,41,-14,4,71,80,78,9,96,76,-31,72,77
95,56,44,-84,36,87,3,10,-31,63,-74,-11,78,-54,81,-43,-75,-23,2,25
-32,-42,-16,-7,-64,54,-21,-24,92,27,10,84,-69,27,-14,-37,41,97,-27,34
-90,-65,-99,14,-14,10,5,2,99,63,8,82,-44,-13,-3,27,15,-57,-25,0
-67,17,-52,-40,18,29,4,-67,-68,-71,96,78,82,24,0,9,34,-16,-79,-6
-90,70,77,69,-52,20,-98,32,-95,-91,-16,3,43,-1,-27,69,56,68,80,97
1,-72,0,70,-27,7,-39,-29,46,-7,47,-54,-22,-57,-93,-55,96,59,69,44
-38,-36,39,-1,-44,-16,-45,-43,-34,-58,95,57,-37,96,-35,-42,-89,35,10,-28
35,64,72,54,44,76,55,95,-58,8,-68,31,-19,-61,-90,-74,-89,1,-94,94
89,-70,55,83,45,-66,-25,-63,-7,91,-42,76,97,-78,-67,-68,-66,-88,41,-47
97,34,-30,73,-21,-3,35,96,-35,38,-37,-99,60,-9,48,-65,3,-25,7,-6
-32,-61,46,-4,-37,-25,-71,80,-6,-10,-74,20,75,16,92,-28,-17,-51,-55,50
91,76,94,80,-15,-31,64,-36,-57,19,92,3,57,-100,74,-51,-32,-6,-83,-68
-19,66,-96,23,-95,-21,82,0,-89,58,-76,-1,2,55,86,-43,16,-68,52,-49
-29,-36,21,-15,74,-56,-22,84,-22,63,-73,-92,-35,28,-81,-63,8,-91,90,-66
-67,33,-21,-34,49,-98,43,17,-32,-33,89,-80,76,-30,-15,-70,-10,-24,79,15
-26,73,-39,67,46,-31,32,-89,25,22,71,-40,-89,2,-64,99,82,78,-67,18
22,-7,49,4,56,-7,89,-68,-6,-19,-43,42,83,1,6,-3,-33,95,96,53
-3,72,27,80,54,87,11,-13,58,-3,18,-64,-88,45,-93,-90,54,2,13,-67
-1,47,58,-12,-50,-39,76,-58,8,-11,-98,-20,94,-48,52,46,-63,81,22,-88
2,-71,99,-18,29,40,-87,50,-69,0,-36,28,4,22,-1,-96,-87,-1,98,-23
-55,15,-87,91,-7,61,-44,-73,0,-8,-62,-1,-36,30,21,52,-93,-15,48,-6
17,25,-97,96,-19,-23,54,31,14,95,-7,-35,-54,7,61,-83,-84,-58,-3,7
19,88,-43,6,86,-16,-84,-95,12,-32,-26,-65,-56,-60,25,-69,43,-2,0,75
-43,30,26,-91,-70,5,-47,-40,-61,84,-45,-44,99,7,41,-36,12,-17,88,28
5,77,82,39,93,41,44,-38,-89,62,-8,-17,6,56,81,78,68,-75,47,-14
-67,-72,43,-67,-48,-10,95,-15,-81,-93,60,76,-63,1,-86,79,-9,94,39,-51
-18,81,2,60,-9,25,34,-25,66,-3,78,28,49,-4,74,7,-88,-87,-29,45
-95,0,-17,71,57,82,8,-49,-18,32,86,-56,-15,81,5,-56,91,-22,75,66
-36,-47,-55,-84,-71,-72,30,4,-9,-91,90,76,67,-95,23,-34,-18,43,-78,-16
12,-5,-1,-97,-69,62,73,-4,22,-12,79,-68,27,1,-11,78,-10,92,61,-67
-49,-55,-18,-74,91,58,94,-55,-17,-49,83,4,-2,36,7,95,-90,13,-14,-45
-84,-90,83,12,-9,-84,-94,-33,-48,8,93,58,34,-1,10,-55,-36,18,57,56
97,23,12,-28,87,67,-29,22,55,-24,-32,34,-3,-43,-23,-62,85,41,83,19
7,-49,-67,7,-76,-31,40,-23,-21,91,-81,10,23,-52,-6,-17,-14,-40,42,15
71,61,84,-65,73,48,-10,-60,17,3,43,-3,-33,-14,63,-2,78,31,-23,59
-41,71,49,45,97,25,-50,-35,-95,-11,65,-21,11,-73,-36,33,-94,8,85,52
3,-52,34,45,57,56,28,30,5,37,86,-66,-13,-83,-28,-37,3,61,20,88
92,-93,-79,31,61,35,14,-56,80,-7,59,-58,-74,72,67,33,-21,73,-70,-83
31,-43,-24,46,-36,68,-8,88,41,-54,-6,47,3,88,44,37,-71,-86,-5,16
40,93,-57,26,20,27,-66,-44,91,36,-89,-18,60,6,58,6,-52,32,-41,19
-30,3,-55,32,6,69,-35,-98,47,59,-72,-85,48,-57,-69,23,-25,-66,37,-37
49,94,-65,-30,-96,-50,-82,-8,32,50,26,-71,-61,67,-66,6,50,58,-82,76
36,-75,-94,-51,44,-100,-83,-38,-84,-23,67,34,-4,67,95,42,67,-82,-8,-81
72,17,-40,-69,29,55,-10,24,92,-5,-92,-93,-2,-59,70,4,9,22,-40,97
-96,44,67,86,-49,-93,-44,-18,-71,-28,-67,-26,33,-69,65,65,41,-85,-42,73
-34,-45,-99,-96,7,37,-34,-37,59,85,-28,-7,-92,-49,-83,-78,-26,99,-70,74
12,75,-82,-58,-89,-89,-80,-10,-1,-50,90,-41,-88,51,95,90,16,33,-84,34
-27,42,69,-48,-75,88,40,26,14,-1,-46,-63,42,36,-93,78,40,-19,57,-62
34,29,26,-3,-53,33,-36,-40,3,67,-75,-23,21,96,-59,29,-44,-68,83,98
74,36,5,-2,-82,33,14,61,-9,48,-61,-79,-7,1,67,93,69,74,26,-8
-5,-97,86,-35,-14,-75,-66,43,-9,-11,32,-87,-17,98,-93,-38,-20,-48,23,57
-35,-37,-47,-21,-99,13,-82,-6,-1,63,-66,-33,75,-72,-94,51,19,-53,-48,95
-27,47,-51,59,-69,-41,-16,91,-81,-4,8,-39,-39,60,76,81,-67,71,-57,-24
71,1,45,62,22,-99,92,-51,-4,79,-1,-47,-13,-41,19,12,-32,27,-48,-53
-31,-90,5,-80,-69,-56,84,71,55,44,-34,69,-98,16,-67,-11,14,-57,43,-100
0,-31,-36,29,66,-40,33,-45,-9,78,23,99,-89,76,-3,-43,10,95,-29,-98
-34,-70,-32,-100,44,26,-15,42,-82,-50,9,-91,68,-40,-51,-98,-64,-94,-36,40
-36,23,-91,53,-56,44,-99,-68,98,-86,13,47,-54,81,-9,92,71,-60,-10,-61
56,-46,-38,3,-25,-25,62,-80,46,-65,95,58,31,23,-3,57,-14,-45,64,-21
-69,-77,-50,28,68,-6,35,-37,-65,-42,-74,60,-73,26,97,-24,-16,-96,-57,2
19,-54,26,-81,-55,-57,-57,-21,55,43,16,61,43,-5,5,-30,-98,94,82,23
26,-23,74,86,14,96,-56,75,-49,-89,2,-6,-74,42,86,-51,-59,45,17,52
66,-40,-56,16,75,-62,-82,33,91,76,-76,96,64,17,55,22,-54,-2,-30,-1
94,-60,8,62,-55,-1,-59,-62,65,58,26,-75,-14,-65,75,-93,90,31,-3,24
-14,49,-83,14,-93,-24,-41,-83,-25,-31,-10,85,54,-71,53,75,-57,46,70,-47
-86,45,67,-13,-38,-6,76,-41,21,7,-84,-10,-28,54,95,-46,-46,-46,4,-4
53,-17,-19,-55,89,56,-48,31,89,44,46,-33,-29,-40,-53,42,76,-11,-21,-31
69,91,-91,11,78,12,-88,-65,-89,8,31,8,14,-41,-1,18,-18,4,17,81
-19,33,-54,-10,-75,89,-30,-25,-75,-59,17,-14,-74,-90,37,27,-42,-15,31,-26
-84,-31,-69,-25,49,55,84,14,39,-6,-5,-11,29,62,-97,81,12,17,-32,42
56,0,8,-72,82,-62,93,-91,8,45,-85,92,94,71,-14,30,62,-92,-27,5
-32,-49,47,87,91,89,35,-75,-5,10,48,-20,36,76,42,57,84,6,44,78
9,42,-58,70,43,7,-100,93,-57,65,-85,-31,22,88,-43,-76,45,-3,-2,10
18,69,-28,-38,56,-75,-68,-17,33,-16,8,-33,-55,-56,-72,-9,71,-69,-66,-53
74,16,-65,15,83,-12,-58,99,-57,-25,-76,-42,78,-12,91,-95,29,5,-84,47
54,-17,79,-74,-47,-97,-38,28,-90,68,92,27,-15,-19,-83,71,38,-36,59,31
-36,-17,-65,92,38,-94,39,-23,-9,-27,-84,-3,-49,60,-69,93,39,-61,-11,-80
-64,-39,-93,-97,97,-21,1,-7,-51,-20,61,-68,48,-28,-4,-48,25,14,-57,0
87,-41,81,93,0,36,27,-8,69,-13,48,27,54,29,-35,75,50,-72,-34,-89
0,-50,-45,18,3,-18,54,-32,62,91,50,55,-91,-19,-30,80,75,99,-68,35
15,-95,1,-46,-81,69,-99,-53,-35,36,-81,88,-10,-65,-22,79,-82,-19,-30,36
93,-100,-75,-11,29,53,-43,-6,95,-100,-24,56,46,81,-83,-66,80,96,-88,34
73,33,52,45,-74,24,71,26,-97,62,-28,29,-14,-84,86,99,-39,-78,-67,37
17,-45,-89,-89,-51,-29,-78,26,59,2,-83,94,-93,28,40,-10,-90,-73,-97,32
10,46,47,-54,-97,12,-95,2,-76,52,-64,-96,-28,40,-83,-100,16,28,-57,27
-75,-5,35,15,-15,93,52,-61,67,-29,-59,58,30,53,74,-24,98,-29,-57,-40
-83,-46,72,-3,68,-75,-56,-99,-23,72,40,-19,-74,-89,-29,-14,-92,-46,-76,-14
41,-54,65,40,-93,-78,9,-40,20,-86,3,-67,-100,-42,-24,38,-9,78,-79,38
48,71,34,9,1,-11,-89,-3,25,-64,-97,-91,40,-99,35,49,50,-51,74,53
-16,18,54,-47,-49,-75,-46,86,13,16,-68,53,27,7,-30,52,-51,-21,13,-3
-74,61,-75,-55,75,36,-21,2,-22,-42,58,13,-64,45,-22,-88,-35,30,-97,14
-66,-35,59,37,0,-72,-44,-35,-39,79,-77,80,97,-5,-38,-53,96,11,71,-2
-84,-73,-8,17,15,99,-96,17,-56,-14,-7,94,-17,62,21,98,79,66,24,9
60,24,-1,-56,0,-95,49,-46,44,-99,-85,87,-77,59,15,77,-32,67,-89,25
84,-68,34,44,-42,-17,99,-55,21,32,-98,-55,-68,-99,-30,99,82,-18,-9,5
55,-23,-11,-20,22,87,84,64,16,-73,-35,-57,95,44,83,93,-78,42,33,-67
34,-57,-75,-13,34,-52,23,-61,-9,73,-10,6,38,-58,95,3,81,-78,-61,-40
-21,-98,-9,-80,25,-37,-23,-38,-80,5,43,-64,-82,56,-77,-11,34,-55,2,49
-63,29,83,-92,-95,58,-22,-66,99,54,-37,67,5,-43,49,3,63,86,-40,46
-88,-53,24,74,-29,-19,-89,-44,53,-79,-47,-39,-68,-37,29,44,-1,23,44,80
-94,-46,-40,21,-51,23,36,-69,-59,-83,20,93,-45,-68,49,-24,-83,46,-53,-81
-19,81,-41,98,49,-97,-31,50,-75,-32,5,41,-18,42,51,-60,30,-16,3,-90
-36,74,29,68,-36,61,36,-52,14,13,-81,91,-65,-20,64,62,-13,-18,0,-81
-31,41,-33,-63,77,81,-21,44,41,46,9,-68,33,-23,-11,71,-44,-2,16,7
-94,62,-98,-81,-83,47,-34,22,-1,-99,48,-68,-41,-16,-28,48,-31,1,-22,73
80,29,6,40,90,-26,-32,86,-61,-16,5,-52,66,33,32,0,42,73,-41,60
75,43,45,66,-45,12,90,7,-6,87,-100,50,-15,-18,-40,69,-100,-44,-72,-86
46,-95,-25,-70,-36,94,85,-94,-85,24,65,48,9,-30,23,-24,82,-6,-92,26
-80,0,15,-13,-82,93,73,-20,90,-84,-25,85,12,-9,-2,47,66,31,74,29
68,25,-30,9,-25,-78,-32,71,-55,38,-54,92,52,48,-68,-32,5,24,24,-52
18,13,56,-41,-83,-62,27,89,-11,94,-50,48,2,-37,76,56,-95,57,56,-100
-39,-55,82,64,-74,34,73,39,-5,21,38,-89,-7,22,95,-33,73,-94,3,50
77,-54,-91,-83,-53,3,44,2,72,43,26,46,80,-24,34,30,38,98,33,-38
65,-2,26,39,-6,-84,-85,-77,-90,83,-96,-64,37,-84,92,94,68,-51,-66,-18
88,-28,14,3,-69,55,-5,27,-49,-91,70,95,-81,-72,-24,-98,-73,44,91,74
-82,-52,58,68,-1,-2,37,53,-48,10,99,39,-67,-1,-73,3,-51,51,16,53
-26,-33,97,93,37,28,-40,7,-49,68,-69,73,-52,84,-58,22,-10,34,73,-7
46,-31,-83,-19,41,32,-83,99,-76,27,-59,-94,35,-30,38,-90,-23,32,83,-33
-45,-56,40,43,10,40,18,14,-76,-32,-43,88,8,64,18,-93,-34,-1,-77,-6
7,-21,-57,-52,21,29,14,1,61,-47,-52,32,45,-70,-67,-84,-46,-27,-91,-74
82,80,-56,87,-27,66,18,66,97,95,66,-100,-85,82,74,27,-73,47,-70,-85
-17,-95,-58,-68,34,-41,-39,55,-36,-6,-5,-30,-60,-51,31,53,-24,-47,88,49
99,-6,86,-37,64,-46,-79,97,20,-57,-75,-25,-13,62,87,-64,58,-93,2,-77
19,91,-8,-42,97,81,5,-42,85,-44,-83,62,-98,16,-98,-16,-58,-54,-38,-32
82,-64,-44,61,-3,22,22,-91,-98,29,-67,60,-100,-59,-55,-86,55,95,8,25
95,-37,-40,2,-73,-62,-23,-97,6,-69,90,1,82,34,-67,-77,-76,83,7,-7
19,91,82,71,96,-52,-10,-89,42,95,-26,-96,53,-5,66,40,-32,-43,77,93
-14,57,-63,-1,39,-77,65,-56,-71,51,-33,-13,-19,3,19,57,-7,9,18,-28
62,55,23,77,36,38,13,-7,49,89,69,-46,-37,-12,-35,-91,86,-72,-19,99
-18,-49,-59,4,-65,-69,-38,61,15,78,-88,62,83,-67,-70,-89,8,-8,-92,-4
48,-5,-19,-75,-17,15,-6,31,65,-34,33,-99,-84,-86,-22,-44,3,-82,81,4
24,-51,1,31,21,8,53,-77,15,63,-75,-41,68,-19,53,32,13,93,48,-51
-5,-43,72,-73,-79,22,13,-26,26,-94,58,-21,27,-51,78,-58,93,8,24,74
68,-71,86,75,8,19,31,97,-31,-51,-58,65,89,0,-88,14,-7,-66,60,-55
68,-20,-32,-39,56,91,17,-75,-100,91,-3,-61,-21,19,62,12,51,-86,79,25
64,39,-78,-5,27,45,-79,48,98,-34,84,60,-25,-30,-80,15,-94,-4,-79,63
24,30,-84,-35,72,93,10,76,-17,-20,-68,-79,85,16,-80,-27,52,-15,64,-51
-22,-84,-19,72,-4,-45,51,-94,19,-8,-81,-46,75,-21,-9,-48,-14,-98,47,52
40,48,73,69,-3,-68,2,-37,50,-50,-39,-30,58,47,12,-91,80,37,96,-43
-26,92,-21,51,77,-51,36,8,-42,64,-30,-72,-40,92,31,17,47,89,-72,-49
-68,-21,-95,33,-8,-96,74,-96,-50,7,-5,54,-50,13,-5,5,-12,13,94,-14
-41,74,57,31,-31,16,-79,-40,10,73,7,-82,-46,6,48,-21,15,-45,-35,-5
-76,-39,29,67,87,94,-76,-33,-21,57,97,-64,-94,-4,41,12,45,15,31,79
-29,-28,-24,-26,32,61,-93,68,28,75,87,74,-81,48,-8,13,-11,-100,79,-38
74,47,97,29,74,-91,78,22,-32,82,74,-98,-29,16,59,-9,91,2,35,69
-72,-75,-34,-20,29,2,32,97,36,78,4,-77,-35,31,-90,19,61,-81,75,50
77,-85,-83,12,90,-63,96,-29,-9,-4,32,95,94,-73,-98,-43,1,80,18,64
36,-57,-29,-100,15,-2,60,-40,40,81,-54,-28,6,-82,-80,64,43,64,7,80
-4,83,40,78,29,58,66,-72,98,-100,68,23,-79,-56,-26,13,-63,-86,-31,-30
54,6,8,-99,-60,-33,85,-68,-31,16,11,38,-87,-67,28,91,-94,88,-65,-43
-34,25,2,-96,-91,-54,36,-10,45,5,-92,-85,-67,-100,-45,73,89,-38,3,-35
-58,-97,-77,81,-12,-3,17,74,58,76,67,84,-68,2,-93,93,55,-56,-71,-55
-73,40,10,22,97,-85,-40,98,34,18,65,49,84,11,-12,47,-64,-84,-15,86
1,-31,-32,-77,2,-2,25,-36,-17,-26,-92,-39,78,3,-77,65,-14,26,28,-44
26,76,-46,-77,-38,10,7,21,40,87,81,51,-66,-50,-58,-20,-13,-80,-17,-38
38,65,0,-85,-90,-98,68,-95,-1,85,-13,-92,-60,34,-12,35,-22,29,74,92
-5,-77,63,-33,-31,-25,-83,69,-48,76,-10,47,4,71,-48,63,17,-50,9,-58
54,73,17,12,48,-19,39,32,-2,66,13,-80,97,65,81,-69,56,57,23,90
94,79,44,61,-42,93,-55,82,16,-61,46,82,-93,-99,-74,92,65,-84,-75,-85
90,-8,-6,17,89,76,66,-91,50,63,-52,69,56,85,32,76,-3,92,-32,-52
-96,-5,44,22,-94,7,71,-61,-75,-29,-90,-13,-68,-55,-51,-94,86,-27,-95,6
-6,-88,17,-62,-9,82,97,27,18,-72,-81,72,-60,-33,-87,58,-81,56,50,64
-27,-82,-55,55,-47,-20,3,4,7,-4,51,3,58,2,5,-49,-56,90,97,37
-21,67,88,-60,42,14,-28,68,-91,-16,78,84,-85,-64,-90,69,-92,58,91,-84
29,-2,-7,9,90,94,80,17,-9,34,0,-92,71,97,-31,23,53,-83,-25,-86
40,94,-53,-90,69,-50,-34,-27,-100,20,95,-45,-81,-76,-9,8,-6,-5,85,61
-93,-72,72,57,43,51,17,-55,92,-44,2,61,45,-92,-57,9,-25,39,39,4
-30,13,-99,19,33,-93,20,89,-12,-96,11,-11,80,85,-25,-2,3,60,-53,45
-98,44,43,76,96,47,-97,41,16,99,6,-90,-4,-93,60,52,51,46,26,-74
-13,-81,-43,-31,-12,59,85,-91,52,-54,-79,10,-97,-41,-10,-74,65,-87,-2,-72
86,-99,12,-54,-94,-80,60,75,-65,28,61,-7,-19,-8,33,-95,43,-33,76,76
39,-79,-12,-22,-30,70,-38,20,-94,-64,24,4,-72,-95,31,7,53,-19,19,-43
13,-48,17,-17,85,-30,-84,71,23,51,0,-48,26,-36,-36,-83,52,-9,75,25
-58,-14,28,-95,57,86,83,-46,-11,5,69,-96,-57,-99,80,92,-83,45,87,-61
91,-36,14,47,74,-42,75,-67,60,48,65,25,-18,-66,-86,2,-27,-74,-92,47
-3,33,94,97,-22,78,-80,-85,-3,-18,20,26,-5,57,59,-55,12,66,6,79
58,-29,74,14,34,-13,-28,-31,-32,7,-51,87,-48,-23,-11,-82,-67,-68,33,-77
58,-71,62,-53,-14,-27,63,-33,18,40,-97,60,46,-3,-8,85,-10,36,15,25
-86,-6,-82,8,-93,-43,-55,-24,-59,53,75,-34,76,-84,69,27,-12,56,60,22
-49,66,41,-76,29,37,-32,53,-27,-54,82,-77,-77,21,47,65,-31,32,-32,-74
34,-46,-11,68,-58,-73,-91,-86,-79,-78,-75,33,-56,-48,82,72,-14,82,-1,93
16,74,-96,-72,-7,-75,-55,31,95,95,-18,-46,-27,11,-64,-67,61,-97,55,99
70,73,-14,-7,31,78,-94,-64,-94,-79,-43,70,3,71,-84,-93,-56,-15,-62,-78
33,67,-46,-19,71,34,29,-98,-18,-52,-19,70,-69,-41,79,74,-64,-20,23,59
87,12,-11,-56,-36,-56,22,-73,24,-16,74,-93,-36,48,5,33,62,48,-72,7
-56,-10,-59,80,1,2,-34,77,-98,-41,80,-43,55,73,-69,47,-7,76,45,-58
61,56,13,99,0,-54,83,98,-63,53,36,-71,80,13,-21,-64,-74,-45,-47,31
-62,87,36,-67,-99,-68,-99,77,6,41,-16,9,53,56,-72,-52,59,97,37,44
82,-33,76,20,-31,-20,45,26,-1,-15,-14,-8,-15,-6,28,-33,-39,-34,19,78
-16,-80,-91,-70,-44,80,58,-56,48,-10,59,-20,-12,-31,-90,-61,56,-24,-37,96
-83,-88,-65,-92,-11,-63,18,77,-45,10,-69,-61,75,-74,14,79,93,38,81,25
83,-6,48,-30,-94,-72,-1,61,-52,98,47,36,57,73,-30,85,99,-6,81,45
49,87,34,97,74,24,51,59,-61,74,42,-29,15,16,-97,-56,-53,-37,63,-90
40,80,-17,-4,-90,-91,-30,-43,-27,83,-96,73,-91,31,15,31,10,91,39,16
-82,-47,-90,-70,-76,89,95,97,40,-24,-71,52,61,86,-54,-69,-14,-92,63,87
65,-41,8,47,48,-94,-35,76,33,-9,-64,-99,-36,-87,96,-1,-12,27,3,67
84,-34,-20,-61,7,-21,68,-46,9,64,-55,89,-48,-43,-100,53,-11,26,88,-20
86,33,34,21,-12,-93,93,26,-83,-60,-26,-68,-23,-46,69,-31,35,0,-21,47
11,19,-28,-83,-73,-82,25,99,-99,3,35,55,49,-85,-12,-2,-76,-15,62,-26
5,78,89,-55,44,-15,13,-79,-87,5,-96,70,18,79,33,-90,-79,55,45,-13
-19,97,-70,-61,-60,25,53,-45,-50,-87,-89,73,-70,50,7,83,33,-8,-82,35
98,-68,-25,-77,14,69,-74,95,0,18,-30,-98,-33,50,-8,78,36,-88,-24,-60
-59,50,-70,-14,-67,-98,-93,13,43,31,-10,-41,-65,68,77,-75,64,57,31,12
76,6,-64,8,43,-13,-33,-53,-66,87,-82,9,-7,73,8,-62,33,71,19,15
99,62,66,-35,33,-57,-35,75,-32,-32,-73,-94,77,11,82,51,17,49,-94,41
71,36,-2,-76,54,-16,-9,61,-95,38,-86,-89,73,-59,-58,85,66,31,99,-68
93,93,80,-100,63,-53,-4,69,56,-44,-66,-16,16,69,9,-10,-39,41,-86,57
5,-57,-40,-76,79,84,-60,65,71,-57,-51,71,65,-74,-34,49,-25,95,9,-26
-31,-8,76,-62,-67,99,-41,-37,-27,3,-79,16,82,-76,15,-26,-97,-70,-1,93
